store_id,name,street,city,state,zip,latitude,longitude,phone,url
1959,Target Store -,5110 S Power Rd,Mesa,AZ,85212-4201,33.322949,-111.689675,+14802810268,https://www.target.com/sl/mesa/1959
825,Target Store -,8055 W Bell Rd,Peoria,AZ,85382-3806,33.636207,-112.22854,+16239790250,https://www.target.com/sl/peoria/825
2227,Target Store -,24890 N Lake Pleasant Pkwy,Peoria,AZ,85383-1348,33.709473,-112.27532,+16233767300,https://www.target.com/sl/peoria/2227
233,Target Store -,12602 N Paradise Village Pkwy W,Phoenix,AZ,85032-7671,33.600407,-111.989239,+16029532151,https://www.target.com/sl/phoenix/233
851,Target Store -,7409 W Virginia Ave,Phoenix,AZ,85035-1336,33.475425,-112.218617,+16232451800,https://www.target.com/sl/phoenix/851
909,Target Store -,4734 E Ray Rd,Phoenix,AZ,85044-6225,33.321379,-111.981542,+14808939333,https://www.target.com/sl/phoenix/909
950,Target Store -,4515 E Thomas Rd,Phoenix,AZ,85018-7614,33.477388,-111.984509,+16029521797,https://www.target.com/sl/phoenix/950
1141,Target Store -,2727 W Agua Fria Fwy,Phoenix,AZ,85027-3929,33.666761,-112.119577,+16238698070,https://www.target.com/sl/phoenix/1141
1360,Target Store -,21001 N Tatum Blvd Ste 20,Phoenix,AZ,85050-4207,33.674884,-111.974585,+14804199380,https://www.target.com/sl/phoenix/1360
1905,Target Store -,2140 E Baseline Rd,Phoenix,AZ,85042-6910,33.379333,-112.03501,+16022811119,https://www.target.com/sl/phoenix/1905
2236,Target Store -,16806 N 7th St,Phoenix,AZ,85022-2662,33.63865,-112.069,+16027943601,https://www.target.com/sl/phoenix/2236
2354,Target Store -,5715 N 19th Ave,Phoenix,AZ,85015-2433,33.520769,-112.096798,+16023083604,https://www.target.com/sl/phoenix/2354
3261,Target Store -,1625 E Camelback Rd,Phoenix,AZ,85016-3901,33.507522,-112.046462,+16026037581,https://www.target.com/sl/phoenix/3261
363,Target Store -,9000 E Talking Stick Way,Scottsdale,AZ,85250-8502,33.54021,-111.887628,+14809514403,https://www.target.com/sl/scottsdale/363
936,Target Store -,15444 N Frank Lloyd Wright Blvd,Scottsdale,AZ,85260-2845,33.627292,-111.888293,+14808602800,https://www.target.com/sl/scottsdale/936
1327,Target Store -,32351 N Scottsdale Rd,Scottsdale,AZ,85266-1513,33.779027,-111.923014,+14805757043,https://www.target.com/sl/scottsdale/1327
319,Target Store -,1818 E Baseline Rd,Tempe,AZ,85283-1502,33.379204,-111.907465,+14808319162,https://www.target.com/sl/tempe/319
2176,Target Store -,1800 E Rio Salado Pkwy,Tempe,AZ,85281-2266,33.430441,-111.905248,+14802142667,https://www.target.com/sl/tempe/2176
854,Target Store -,3901 W Ina Rd,Tucson,AZ,85741-2206,32.336156,-111.048391,+15207443553,https://www.target.com/sl/tucson/854
855,Target Store -,6500 E Grant Rd,Tucson,AZ,85715-3801,32.249311,-110.853411,+15202901711,https://www.target.com/sl/tucson/855
1316,Target Store -,1225 W Irvington Rd,Tucson,AZ,85714-1167,32.160961,-110.989723,+15202951277,https://www.target.com/sl/tucson/1316
1439,Target Store -,3699 E Broadway Blvd,Tucson,AZ,85716-5400,32.22347,-110.914589,+15209170116,https://www.target.com/sl/tucson/1439
1863,Target Store -,9615 E Old Spanish Trl,Tucson,AZ,85748-7540,32.207417,-110.786774,+15202964290,https://www.target.com/sl/tucson/1863
2140,Target Store -,4040 N Oracle Rd,Tucson,AZ,85705-2720,32.27986,-110.977,+15202021501,https://www.target.com/sl/tucson/2140
1114,Target Store -,12700 Chenal Pkwy,Little Rock,AR,72211-3360,34.755508,-92.414374,+15012170200,https://www.target.com/sl/little-rock/1114
2737,Target Store -,420 S University Ave,Little Rock,AR,72205-5246,34.749789,-92.345077,+15018013412,https://www.target.com/sl/little-rock/2737
677,Target Store -,8148 E Santa Ana Canyon Rd,Anaheim,CA,92808-1105,33.865805,-117.747645,+17149219091,https://www.target.com/sl/anaheim/677
2421,Target Store -,101 S Euclid St,Anaheim,CA,92802-1011,33.831712,-117.942535,+17144221120,https://www.target.com/sl/anaheim/2421
3274,Target Store -,2222 E Lincoln Ave,Anaheim,CA,92806-4107,33.8377781,-117.8856891,+16572763773,https://www.target.com/sl/anaheim/3274
939,Target Store -,19201 Bear Valley Rd,Apple Valley,CA,92308-6763,34.469177,-117.243953,+17602474111,https://www.target.com/sl/apple-valley/939
2260,Target Store -,20288 US Highway 18,Apple Valley,CA,92307-2937,34.527472,-117.217228,+17602407654,https://www.target.com/sl/apple-valley/2260
614,Target Store -,3401 Mall View Rd,Bakersfield,CA,93306-3060,35.393662,-118.955545,+16618729929,https://www.target.com/sl/bakersfield/614
1384,Target Store -,9100 Rosedale Hwy,Bakersfield,CA,93312-2143,35.385275,-119.102815,+16615890554,https://www.target.com/sl/bakersfield/1384
2524,Target Store -,2901 Ming Ave,Bakersfield,CA,93304-4144,35.336984,-119.036604,+16616172000,https://www.target.com/sl/bakersfield/2524
2715,Target Store -,11000 Stockdale Hwy,Bakersfield,CA,93311-3635,35.34998,-119.125,+16616173657,https://www.target.com/sl/bakersfield/2715
3202,Target Store -,2187 Shattuck Ave,Berkeley,CA,94704-1308,37.86955,-122.26773,+15109823726,https://www.target.com/sl/berkeley/3202
3267,Target Store -,1414 University Ave,Berkeley,CA,94702-1548,37.869961,-122.283755,+15105425346,https://www.target.com/sl/berkeley/3267
1362,Target Store -,1800 W Empire Ave,Burbank,CA,91504-3403,34.18962,-118.33,+18182380132,https://www.target.com/sl/burbank/1362
3251,Target Store -,1033 N Hollywood Way,Burbank,CA,91505-2540,34.16904,-118.348002,+17472415032,https://www.target.com/sl/burbank/3251
2026,Target Store -,20700 S Avalon Blvd,Carson,CA,90746-3701,33.843169,-118.260619,+13108193011,https://www.target.com/sl/carson/2026
2328,Target Store -,651 W Sepulveda Blvd,Carson,CA,90745-6314,33.80924,-118.286,+13105070020,https://www.target.com/sl/carson/2328
289,Target Store -,20200 Bloomfield Ave,Cerritos,CA,90703-7821,33.847157,-118.062572,+15628609909,https://www.target.com/sl/cerritos/289
1305,Target Store -,11525 South St,Cerritos,CA,90703-6627,33.859295,-118.08794,+15622740063,https://www.target.com/sl/cerritos/1305
258,Target Store -,5555 Philadelphia St,Chino,CA,91710-2481,34.032494,-117.682043,+19096278433,https://www.target.com/sl/chino/258
912,Target Store -,3944 Grand Ave,Chino,CA,91710-5422,34.001494,-117.718243,+19094655804,https://www.target.com/sl/chino/912
203,Target Store -,1240 Broadway,Chula Vista,CA,91911-2911,32.60458,-117.080426,+16194253850,https://www.target.com/sl/chula-vista/203
1815,Target Store -,910 Eastlake Pkwy,Chula Vista,CA,91914-3558,32.650517,-116.968454,+16192131010,https://www.target.com/sl/chula-vista/1815
358,Target Store -,900 Shaw Ave,Clovis,CA,93612-3900,36.807026,-119.698562,+15592974691,https://www.target.com/sl/clovis/358
2018,Target Store -,695 W Herndon Ave,Clovis,CA,93612-0104,36.839828,-119.727711,+15593210009,https://www.target.com/sl/clovis/2018
1293,Target Store -,3030 Harbor Blvd Ste A,Costa Mesa,CA,92626-2562,33.68243,-117.918,+17149790372,https://www.target.com/sl/costa-mesa/1293
3391,Target Store -,289 E 17th St,Costa Mesa,CA,92627-3831,33.632402,-117.916925,+19497632392,https://www.target.com/sl/costa-mesa/3391
198,Target Store -,10820 Jefferson Blvd,Culver City,CA,90230-4935,33.999135,-118.394038,+13108395200,https://www.target.com/sl/culver-city/198
2632,Target Store -,6000 Sepulveda Blvd,Culver City,CA,90230-6423,33.9853,-118.394695,+13107544614,https://www.target.com/sl/culver-city/2632
1407,Target Store -,133 Serramonte Ctr,Daly City,CA,94015-2349,37.670553,-122.470173,+16507552393,https://www.target.com/sl/daly-city/1407
3353,Target Store -,100 Westlake Ctr,Daly City,CA,94015-1407,37.70032,-122.48288,+14154660506,https://www.target.com/sl/daly-city/3353
328,Target Store -,7200 Amador Plaza Rd,Dublin,CA,94568-2320,37.706588,-121.931028,+19258298900,https://www.target.com/sl/dublin/328
2771,Target Store -,2800 Dublin Blvd,Dublin,CA,94568-4589,37.703228,-121.853195,+19252411042,https://www.target.com/sl/dublin/2771
304,Target Store -,250 Broadway,El Cajon,CA,92021-4539,32.809271,-116.958998,+16194429641,https://www.target.com/sl/el-cajon/304
1140,Target Store -,2911 Jamacha Rd,El Cajon,CA,92019-4342,32.738795,-116.93853,+16196602948,https://www.target.com/sl/el-cajon/1140
274,Target Store -,1280 Auto Park Way,Escondido,CA,92029-2231,33.113107,-117.099632,+17604896119,https://www.target.com/sl/escondido/274
2802,Target Store -,280 E Via Rancho Pkwy,Escondido,CA,92025-8005,33.069927,-117.065291,+17607059019,https://www.target.com/sl/escondido/2802
660,Target Store -,16964 Slover Ave,Fontana,CA,92337-7556,34.064981,-117.434569,+19093564242,https://www.target.com/sl/fontana/660
1958,Target Store -,15272 Summit Ave,Fontana,CA,92336-0231,34.152152,-117.472963,+19094639872,https://www.target.com/sl/fontana/1958
1422,Target Store -,39201 Fremont Blvd,Fremont,CA,94538-1301,37.545146,-121.984401,+15107956305,https://www.target.com/sl/fremont/1422
2615,Target Store -,43950 Pacific Commons Blvd,Fremont,CA,94538-3803,37.502219,-121.968037,+15107711616,https://www.target.com/sl/fremont/2615
275,Target Store -,3150 W Shaw Ave,Fresno,CA,93711-3215,36.809433,-119.847324,+15592757059,https://www.target.com/sl/fresno/275
314,Target Store -,3173 E Shields Ave,Fresno,CA,93726-6902,36.780352,-119.771179,+15592288471,https://www.target.com/sl/fresno/314
911,Target Store -,7600 N Blackstone Ave,Fresno,CA,93720-4300,36.847075,-119.786993,+15594310104,https://www.target.com/sl/fresno/911
1417,Target Store -,5740 N Blackstone Ave,Fresno,CA,93710-5006,36.821413,-119.788498,+15594318622,https://www.target.com/sl/fresno/1417
2744,Target Store -,6655 North Riverside Dr,Fresno,CA,93722-9308,36.83473,-119.912566,+15594905567,https://www.target.com/sl/fresno/2744
293,Target Store -,2920 Yorba Linda Blvd,Fullerton,CA,92831-1523,33.887729,-117.877297,+17145793090,https://www.target.com/sl/fullerton/293
1383,Target Store -,1893 W Malvern Ave,Fullerton,CA,92833-2403,33.87942,-117.961619,+17142781024,https://www.target.com/sl/fullerton/1383
1418,Target Store -,200 W Orangethorpe Ave,Fullerton,CA,92832-2900,33.85851,-117.928,+17149924565,https://www.target.com/sl/fullerton/1418
192,Target Store -,12100 Harbor Blvd,Garden Grove,CA,92840-4004,33.787031,-117.913614,+17149714826,https://www.target.com/sl/garden-grove/192
193,Target Store -,13831 Brookhurst St,Garden Grove,CA,92843-3120,33.761503,-117.955915,+17145342142,https://www.target.com/sl/garden-grove/193
1472,Target Store -,2499 Whipple Rd,Hayward,CA,94544-7807,37.607973,-122.063005,+15104719166,https://www.target.com/sl/hayward/1472
2185,Target Store -,19661 Hesperian Blvd,Hayward,CA,94541-4200,37.666285,-122.120084,+15107310001,https://www.target.com/sl/hayward/2185
2051,Target Store -,9882 Adams Ave,Huntington Beach,CA,92646-4808,33.6715,-117.956,+17148491814,https://www.target.com/sl/huntington-beach/2051
3422,Target Store -,19041 Beach Blvd,Huntington Beach,CA,92648-2305,33.686081,-117.990423,+17142746902,https://www.target.com/sl/huntington-beach/3422
1329,Target Store -,3471 W Century Blvd,Inglewood,CA,90301-1218,33.948025,-118.332844,+13106772436,https://www.target.com/sl/inglewood/1329
3343,Target Store -,220 N. La Brea Ave,Inglewood,CA,90301,33.964768,-118.353068,+14244395117,https://www.target.com/sl/inglewood/3343
336,Target Store -,3750 Barranca Pkwy,Irvine,CA,92606-8200,33.685581,-117.812576,+19498578337,https://www.target.com/sl/irvine/336
1238,Target Store -,13200 Jamboree Rd,Irvine,CA,92602-2307,33.727436,-117.784915,+17148381209,https://www.target.com/sl/irvine/1238
2128,Target Store -,900 Spectrum Center Dr,Irvine,CA,92618-4958,33.64795,-117.740077,+19498850114,https://www.target.com/sl/irvine/2128
3233,Target Store -,4255 CAMPUS DR STE A150,Irvine,CA,92612-2668,33.649956,-117.838337,+19499886230,https://www.target.com/sl/irvine/3233
195,Target Store -,2270 N Bellflower Blvd,Long Beach,CA,90815-2017,33.798438,-118.123236,+15624935411,https://www.target.com/sl/long-beach/195
2424,Target Store -,6750 Cherry Ave,Long Beach,CA,90805-1717,33.877571,-118.166633,+15622952971,https://www.target.com/sl/long-beach/2424
3225,Target Store -,5760 E 7TH ST,Long Beach,CA,90803-2002,33.7744,-118.11967,+15623439142,https://www.target.com/sl/long-beach/3225
1306,Target Store -,3535 S La Cienega Blvd,Los Angeles,CA,90016-4407,34.0227,-118.373,+13108951131,https://www.target.com/sl/los-angeles/1306
1408,Target Store -,2626 Colorado Blvd,Los Angeles,CA,90041-1070,34.141668,-118.224336,+13232581355,https://www.target.com/sl/los-angeles/1408
2479,Target Store -,5500 W Sunset Blvd,Los Angeles,CA,90028-8522,34.09797,-118.30943,+12135887000,https://www.target.com/sl/los-angeles/2479
2774,Target Store -,10861 Weyburn Ave,Los Angeles,CA,90024-2957,34.063027,-118.444199,+13108932360,https://www.target.com/sl/los-angeles/2774
2775,Target Store -,8480 Beverly Blvd Ste 1A,Los Angeles,CA,90048-3414,34.0743,-118.3755,+13236020637,https://www.target.com/sl/los-angeles/2775
2776,Target Store -,735 S Figueroa St,Los Angeles,CA,90017-2571,34.048833,-118.261007,+12133304543,https://www.target.com/sl/los-angeles/2776
3216,Target Store -,620 S Virgil Ave Ste 100,Los Angeles,CA,90005-4080,34.06264,-118.286131,+12132963712,https://www.target.com/sl/los-angeles/3216
3217,Target Store -,3131 S Hoover St STE 1910,Los Angeles,CA,90089-1910,34.024306,-118.285114,+12132753149,https://www.target.com/sl/los-angeles/3217
3231,Target Store -,11840 W. Santa Monica Blvd,Los Angeles,CA,90025-2202,34.04353,-118.456571,+14245593327,https://www.target.com/sl/los-angeles/3231
3262,Target Store -,4211 Eagle Rock Blvd,Los Angeles,CA,90065-4404,34.122936,-118.225142,+13234743070,https://www.target.com/sl/los-angeles/3262
3288,Target Store -,609 N Dillon St,Los Angeles,CA,90026-3604,34.079057,-118.279319,+12137585147,https://www.target.com/sl/los-angeles/3288
3294,Target Store -,"1302 S. La Brea Ave, Ste A",Los Angeles,CA,90019-2909,34.049677,-118.343739,+13238010965,https://www.target.com/sl/los-angeles/3294
3346,Target Store -,"7021 Hollywood Blvd, #210",Los Angeles,CA,90028-6034,34.101948,-118.342672,+12135887106,https://www.target.com/sl/los-angeles/3346
3347,Target Store -,1833A LaCienega Blvd,Los Angeles,CA,90035-4664,34.044258,-118.379157,+14243613817,https://www.target.com/sl/los-angeles/3347
3359,Target Store -,415 S LaBrea Ave,Los Angeles,CA,90036-3523,34.066618,-118.344355,+13238012401,https://www.target.com/sl/los-angeles/3359
3371,Target Store -,8900 S Sepulveda Blvd,Los Angeles,CA,90045-3604,33.955706,-118.395791,+14244395000,https://www.target.com/sl/los-angeles/3371
3393,Target Store -,"330 N Westlake Ave, Unit 500",Los Angeles,CA,90026-7734,34.069283,-118.265935,+12135133089,https://www.target.com/sl/los-angeles/3393
300,Target Store -,24500 Alicia Pkwy,Mission Viejo,CA,92691-4508,33.60628,-117.689,+19495831298,https://www.target.com/sl/mission-viejo/300
2163,Target Store -,25601 Jeronimo Rd,Mission Viejo,CA,92691-2794,33.62332,-117.682,+19496801064,https://www.target.com/sl/mission-viejo/2163
3315,Target Store -,27551 Puerta Real,Mission Viejo,CA,92691-6321,33.562615,-117.671648,+19493175522,https://www.target.com/sl/mission-viejo/3315
273,Target Store -,3405 Mchenry Ave,Modesto,CA,95350-1445,37.687154,-120.995583,+12095723341,https://www.target.com/sl/modesto/273
938,Target Store -,3900 Sisk Rd,Modesto,CA,95356-3215,37.69382,-121.063121,+12095439561,https://www.target.com/sl/modesto/938
1283,Target Store -,41040 California Oaks Rd,Murrieta,CA,92562-5749,33.565642,-117.203908,+19516967527,https://www.target.com/sl/murrieta/1283
2499,Target Store -,27818 Clinton Keith Rd,Murrieta,CA,92562-8554,33.603888,-117.173596,+19517041123,https://www.target.com/sl/murrieta/2499
1026,Target Store -,205 Soscol Ave,Napa,CA,94559-4007,38.282734,-122.277002,+17072241058,https://www.target.com/sl/napa/1026
1438,Target Store -,4000 Bel Aire Plz,Napa,CA,94558-2835,38.322461,-122.307627,+17072253016,https://www.target.com/sl/napa/1438
294,Target Store -,11051 Victory Blvd,North Hollywood,CA,91606-3719,34.18816,-118.371645,+18187613083,https://www.target.com/sl/north-hollywood/294
3427,Target Store -,12121 Victory Blvd,North Hollywood,CA,91606-3204,34.187918,-118.397453,+17472055632,https://www.target.com/sl/north-hollywood/3427
299,Target Store -,8840 Corbin Ave,Northridge,CA,91324-3309,34.230802,-118.560808,+18187720494,https://www.target.com/sl/northridge/299
2020,Target Store -,8999 Balboa Blvd,Northridge,CA,91325-2608,34.23479,-118.503,+18189249001,https://www.target.com/sl/northridge/2020
1340,Target Store -,10600 Firestone Blvd,Norwalk,CA,90650-7410,33.925134,-118.107045,+15624068870,https://www.target.com/sl/norwalk/1340
1424,Target Store -,12051 Imperial Hwy,Norwalk,CA,90650-3084,33.917962,-118.07613,+15624095036,https://www.target.com/sl/norwalk/1424
303,Target Store -,2255 S El Camino Real,Oceanside,CA,92054-6318,33.184026,-117.329697,+17609678335,https://www.target.com/sl/oceanside/303
2871,Target Store -,443 College Blvd,Oceanside,CA,92057-5435,33.247039,-117.293228,+17606666778,https://www.target.com/sl/oceanside/2871
2245,Target Store -,4200 E 4th St,Ontario,CA,91764-5250,34.0758,-117.561778,+19095793040,https://www.target.com/sl/ontario/2245
3446,Target Store -,"1670 E 4th St, Ste D",Ontario,CA,91764-2638,34.076466,-117.618184,+19097402166,https://www.target.com/sl/ontario/3446
230,Target Store -,2191 N Tustin St,Orange,CA,92865-3701,33.824384,-117.834997,+17149742800,https://www.target.com/sl/orange/230
3258,Target Store -,2620 E Chapman Ave,Orange,CA,92869-3205,33.787208,-117.825177,+17149231766,https://www.target.com/sl/orange/3258
685,Target Store -,39440 10th St W,Palmdale,CA,93551-3747,34.599359,-118.146734,+16612650906,https://www.target.com/sl/palmdale/685
2350,Target Store -,38019 47Th St E,Palmdale,CA,93552-3103,34.574355,-118.047839,+16619982500,https://www.target.com/sl/palmdale/2350
883,Target Store -,777 E Colorado Blvd,Pasadena,CA,91101-2104,34.14677,-118.135,+16265841606,https://www.target.com/sl/pasadena/883
1332,Target Store -,3121 E Colorado Blvd,Pasadena,CA,91107-3814,34.147097,-118.085751,+16265842931,https://www.target.com/sl/pasadena/1332
212,Target Store -,3520 Tyler St,Riverside,CA,92503-4175,33.906912,-117.459627,+19513518271,https://www.target.com/sl/riverside/212
291,Target Store -,3333 Arlington Ave,Riverside,CA,92506-3252,33.947388,-117.382433,+19517846430,https://www.target.com/sl/riverside/291
1843,Target Store -,2755 Canyon Springs Pkwy,Riverside,CA,92507-0932,33.938916,-117.28174,+19516976778,https://www.target.com/sl/riverside/1843
267,Target Store -,1925 Douglas Blvd,Roseville,CA,95661-3834,38.745763,-121.254606,+19167868787,https://www.target.com/sl/roseville/267
1502,Target Store -,10451 Fairway Dr,Roseville,CA,95678-1987,38.791131,-121.289567,+19167801020,https://www.target.com/sl/roseville/1502
310,Target Store -,2505 Riverside Blvd,Sacramento,CA,95818-2234,38.562221,-121.49751,+19164440993,https://www.target.com/sl/sacramento/310
311,Target Store -,5001 Madison Ave,Sacramento,CA,95841-2604,38.66161,-121.349226,+19163483701,https://www.target.com/sl/sacramento/311
312,Target Store -,1919 Fulton Ave,Sacramento,CA,95825-1905,38.600567,-121.403401,+19164836093,https://www.target.com/sl/sacramento/312
1527,Target Store -,8101 Cosumnes River Blvd,Sacramento,CA,95823-5415,38.458625,-121.41386,+19165253576,https://www.target.com/sl/sacramento/1527
2115,Target Store -,3601 N Freeway Blvd,Sacramento,CA,95834-2902,38.640887,-121.499327,+19165760487,https://www.target.com/sl/sacramento/2115
2492,Target Store -,6507 4th Ave,Sacramento,CA,95817-2611,38.549206,-121.426579,+19165033678,https://www.target.com/sl/sacramento/2492
3384,Target Store -,1707 J St,Sacramento,CA,95811-3007,38.57781,-121.483561,+12793005351,https://www.target.com/sl/sacramento/3384
201,Target Store -,3245 Sports Arena Blvd,San Diego,CA,92110-4529,32.751897,-117.210247,+16192232491,https://www.target.com/sl/san-diego/201
205,Target Store -,8001 Othello Ave,San Diego,CA,92111-3713,32.81637,-117.151,+18585761570,https://www.target.com/sl/san-diego/205
305,Target Store -,8251 Mira Mesa Blvd,San Diego,CA,92126-2603,32.910813,-117.146313,+18585301901,https://www.target.com/sl/san-diego/305
1410,Target Store -,1288 Camino Del Rio N,San Diego,CA,92108-1511,32.767561,-117.150905,+16195420025,https://www.target.com/sl/san-diego/1410
1846,Target Store -,3424 College Ave,San Diego,CA,92115-7134,32.74126,-117.055525,+16194710025,https://www.target.com/sl/san-diego/1846
2465,Target Store -,5680 Balboa Ave,San Diego,CA,92111-2702,32.822049,-117.179293,+18583096564,https://www.target.com/sl/san-diego/2465
2855,Target Store -,17170 Camino Del Sur,San Diego,CA,92127-4166,33.020167,-117.125633,+18582273918,https://www.target.com/sl/san-diego/2855
3205,Target Store -,3030 Grape St,San Diego,CA,92102-1134,32.72686,-117.12904,+16196847086,https://www.target.com/sl/san-diego/3205
3302,Target Store -,3029 University Ave,San Diego,CA,92104-3036,32.748369,-117.128943,+16198811535,https://www.target.com/sl/san-diego/3302
3303,Target Store -,4864 Newport Ave,San Diego,CA,92107-3111,32.745381,-117.24844,+16198811380,https://www.target.com/sl/san-diego/3303
2766,Target Store -,789 Mission St,San Francisco,CA,94103-3132,37.784642,-122.404002,+14153436272,https://www.target.com/sl/san-francisco/2766
2768,Target Store -,2675 Geary Blvd,San Francisco,CA,94118-3400,37.781863,-122.44705,+14157965280,https://www.target.com/sl/san-francisco/2768
3264,Target Store -,285 Winston Dr,San Francisco,CA,94132-1921,37.726614,-122.476464,+14156802914,https://www.target.com/sl/san-francisco/3264
324,Target Store -,1811 Hillsdale Ave,San Jose,CA,95124-3027,37.264626,-121.918805,+14082677900,https://www.target.com/sl/san-jose/324
626,Target Store -,2155 Morrill Ave,San Jose,CA,95132-1130,37.414028,-121.876387,+14089466791,https://www.target.com/sl/san-jose/626
1426,Target Store -,450 N Capitol Ave,San Jose,CA,95133-1938,37.373857,-121.844588,+14082548931,https://www.target.com/sl/san-jose/1426
1427,Target Store -,1600 Saratoga Ave,San Jose,CA,95129-5101,37.290985,-121.989769,+14088717984,https://www.target.com/sl/san-jose/1427
1927,Target Store -,879 Blossom Hill Rd,San Jose,CA,95123-1213,37.252092,-121.860045,+14085133002,https://www.target.com/sl/san-jose/1927
1984,Target Store -,1750 Story Rd,San Jose,CA,95122-1921,37.340099,-121.840931,+14082730054,https://www.target.com/sl/san-jose/1984
2088,Target Store -,533 Coleman Ave,San Jose,CA,95110-2047,37.339164,-121.905016,+14083462022,https://www.target.com/sl/san-jose/2088
2238,Target Store -,3155 Silver Creek Rd,San Jose,CA,95121-1730,37.30786,-121.813,+14082387800,https://www.target.com/sl/san-jose/2238
2281,Target Store -,2161 Monterey Hwy,San Jose,CA,95125-1057,37.303989,-121.865807,+14086601703,https://www.target.com/sl/san-jose/2281
2581,Target Store -,95 Holger Way,San Jose,CA,95134-1377,37.418112,-121.955506,+14088341527,https://www.target.com/sl/san-jose/2581
2605,Target Store -,5630 Cottle Rd,San Jose,CA,95123-3696,37.25041,-121.803374,+14086003721,https://www.target.com/sl/san-jose/2605
250,Target Store -,3300 S Bristol St,Santa Ana,CA,92704-7246,33.702755,-117.886981,+17146414944,https://www.target.com/sl/santa-ana/250
286,Target Store -,1330 E 17th St,Santa Ana,CA,92705-8500,33.759257,-117.850704,+17145414593,https://www.target.com/sl/santa-ana/286
1936,Target Store -,1441 W 17th St,Santa Ana,CA,92706-3301,33.761461,-117.887485,+17144810030,https://www.target.com/sl/santa-ana/1936
3338,Target Store -,1610 Wilshire Blvd,Santa Monica,CA,90403-5508,34.028327,-118.486493,+14244165730,https://www.target.com/sl/santa-monica/3338
3344,Target Store -,420 Broadway,Santa Monica,CA,90401-2314,34.015417,-118.492677,+14244165468,https://www.target.com/sl/santa-monica/3344
937,Target Store -,1980 Santa Rosa Ave,Santa Rosa,CA,95407-7621,38.417042,-122.709582,+17075750665,https://www.target.com/sl/santa-rosa/937
2804,Target Store -,950 Coddingtown Center,Santa Rosa,CA,95401-3506,38.456614,-122.730368,+17075965587,https://www.target.com/sl/santa-rosa/2804
246,Target Store -,2907 Cochran St,Simi Valley,CA,93065-2773,34.280264,-118.739242,+18055838933,https://www.target.com/sl/simi-valley/246
